continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
South America,Argentina,2020-01-01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-03,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-04,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-05,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-06,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-07,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-08,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-09,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-10,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-11,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-12,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-13,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-14,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-15,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-16,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-17,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-18,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-19,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-20,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-21,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-22,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-23,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-24,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-25,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-26,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-27,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-28,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-29,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-30,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-01-31,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,-676.5,-2.55,-2.55,-15.0213
South America,Argentina,2020-02-01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-03,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-04,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-05,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-06,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-07,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-08,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-09,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-10,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-11,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-12,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-13,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-14,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-15,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-16,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-17,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-18,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-19,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-20,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-21,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-22,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-23,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-24,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-25,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-26,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-27,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-28,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-02-29,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,-149.4,-0.3,2.21,-3.3173
South America,Argentina,2020-03-01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-03,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-04,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-05,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-06,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-07,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-08,22,22,3.143,1,1,0.143,0.483,0.483,0.069,0.022,0.022,0.003,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-09,22,0,3.143,1,0,0.143,0.483,0.0,0.069,0.022,0.0,0.003,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-10,22,0,3.143,1,0,0.143,0.483,0.0,0.069,0.022,0.0,0.003,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-11,22,0,3.143,1,0,0.143,0.483,0.0,0.069,0.022,0.0,0.003,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-12,22,0,3.143,1,0,0.143,0.483,0.0,0.069,0.022,0.0,0.003,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-13,22,0,3.143,1,0,0.143,0.483,0.0,0.069,0.022,0.0,0.003,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-14,22,0,3.143,1,0,0.143,0.483,0.0,0.069,0.022,0.0,0.003,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-15,131,109,15.571,9,8,1.143,2.878,2.395,0.342,0.198,0.176,0.025,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-16,131,0,15.571,9,0,1.143,2.878,0.0,0.342,0.198,0.0,0.025,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-17,131,0,15.571,9,0,1.143,2.878,0.0,0.342,0.198,0.0,0.025,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-18,131,0,15.571,9,0,1.143,2.878,0.0,0.342,0.198,0.0,0.025,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-19,131,0,15.571,9,0,1.143,2.878,0.0,0.342,0.198,0.0,0.025,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-20,131,0,15.571,9,0,1.143,2.878,0.0,0.342,0.198,0.0,0.025,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-21,131,0,15.571,9,0,1.143,2.878,0.0,0.342,0.198,0.0,0.025,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-22,536,405,57.857,20,11,1.571,11.778,8.899,1.271,0.439,0.242,0.035,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-23,536,0,57.857,20,0,1.571,11.778,0.0,1.271,0.439,0.0,0.035,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-24,536,0,57.857,20,0,1.571,11.778,0.0,1.271,0.439,0.0,0.035,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-25,536,0,57.857,20,0,1.571,11.778,0.0,1.271,0.439,0.0,0.035,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-26,536,0,57.857,20,0,1.571,11.778,0.0,1.271,0.439,0.0,0.035,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-27,536,0,57.857,20,0,1.571,11.778,0.0,1.271,0.439,0.0,0.035,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-28,536,0,57.857,20,0,1.571,11.778,0.0,1.271,0.439,0.0,0.035,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-29,1282,746,106.571,70,50,7.143,28.169,16.392,2.342,1.538,1.099,0.157,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-30,1282,0,106.571,70,0,7.143,28.169,0.0,2.342,1.538,0.0,0.157,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-03-31,1282,0,106.571,70,0,7.143,28.169,0.0,2.342,1.538,0.0,0.157,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,-121.5,-0.16,0.11,-2.6978
South America,Argentina,2020-04-01,1282,0,106.571,70,0,7.143,28.169,0.0,2.342,1.538,0.0,0.157,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-02,1282,0,106.571,70,0,7.143,28.169,0.0,2.342,1.538,0.0,0.157,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-03,1282,0,106.571,70,0,7.143,28.169,0.0,2.342,1.538,0.0,0.157,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-04,1282,0,106.571,70,0,7.143,28.169,0.0,2.342,1.538,0.0,0.157,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-05,2073,791,113.0,131,61,8.714,45.55,17.381,2.483,2.878,1.34,0.191,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-06,2073,0,113.0,131,0,8.714,45.55,0.0,2.483,2.878,0.0,0.191,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-07,2073,0,113.0,131,0,8.714,45.55,0.0,2.483,2.878,0.0,0.191,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-08,2073,0,113.0,131,0,8.714,45.55,0.0,2.483,2.878,0.0,0.191,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-09,2073,0,113.0,131,0,8.714,45.55,0.0,2.483,2.878,0.0,0.191,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-10,2073,0,113.0,131,0,8.714,45.55,0.0,2.483,2.878,0.0,0.191,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-11,2073,0,113.0,131,0,8.714,45.55,0.0,2.483,2.878,0.0,0.191,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-12,2990,917,131.0,205,74,10.571,65.699,20.149,2.878,4.504,1.626,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-13,2990,0,131.0,205,0,10.571,65.699,0.0,2.878,4.504,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-14,2990,0,131.0,205,0,10.571,65.699,0.0,2.878,4.504,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-15,2990,0,131.0,205,0,10.571,65.699,0.0,2.878,4.504,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-16,2990,0,131.0,205,0,10.571,65.699,0.0,2.878,4.504,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-17,2990,0,131.0,205,0,10.571,65.699,0.0,2.878,4.504,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-18,2990,0,131.0,205,0,10.571,65.699,0.0,2.878,4.504,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-19,4066,1076,153.714,279,74,10.571,89.342,23.643,3.378,6.13,1.626,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-20,4066,0,153.714,279,0,10.571,89.342,0.0,3.378,6.13,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-21,4066,0,153.714,279,0,10.571,89.342,0.0,3.378,6.13,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-22,4066,0,153.714,279,0,10.571,89.342,0.0,3.378,6.13,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-23,4066,0,153.714,279,0,10.571,89.342,0.0,3.378,6.13,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-04-24,4066,0,153.714,279,0,10.571,89.342,0.0,3.378,6.13,0.0,0.232,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
